Resolver	Tranco_num	Malicious_num	Malicious_same	Malicious_diff_rcode	Malicious_diff_a_pdns	Malicious_diff_a_private	Malicious_diff_a_self_sinkhole
94.127.63.16	47	4979	3239	1587	153	0	12	0	
92.114.194.195	48	4975	3497	103	1375	1355	15	0	
94.183.60.175	0	17	13	2	2	2	0	0	
93.62.199.18	48	4971	3466	1395	110	0	14	0	
93.89.100.232	47	4975	3030	1436	509	0	13	0	
93.117.72.250	47	4969	3492	103	1374	1355	14	0	
94.130.180.225	48	4976	1434	1039	2503	0	10	0	
94.127.63.9	47	4866	3233	1507	126	0	14	0	
93.116.14.45	48	4960	3485	103	1372	1353	14	0	
94.127.63.14	48	4977	3234	1616	127	0	14	0	
94.127.63.8	49	4980	3268	1587	125	0	13	0	
92.86.179.229	46	4858	3434	104	1320	0	1	0	
93.91.154.247	48	4973	1670	1457	1846	0	2	0	
92.114.143.59	47	4972	3497	102	1373	1355	13	0	
92.86.27.79	48	4971	3459	146	1366	0	15	0	
93.145.88.146	49	4980	2244	1077	1659	0	0	0	
93.119.204.67	47	4977	3490	105	1382	1355	14	0	
93.119.163.70	47	4976	3499	102	1375	1355	15	0	
92.150.121.204	47	4962	4830	0	132	0	15	0	
92.115.107.136	49	4965	3492	102	1371	1351	15	0	
93.115.140.98	48	4975	3512	857	606	588	13	0	
92.115.109.93	49	4983	3506	102	1375	1355	15	0	
92.114.197.189	49	4993	3518	101	1374	1355	14	0	
93.91.154.168	49	4992	1687	1457	1848	0	1	0	
92.86.65.181	47	4934	3431	141	1362	0	3	0	
93.117.79.57	47	4990	3536	964	490	455	14	0	
93.116.222.52	49	4975	3500	103	1372	1354	13	0	
94.127.59.14	48	4976	3239	1610	127	0	15	0	
92.204.137.67	48	4964	678	3312	974	0	0	0	
94.127.59.8	48	4973	3363	1478	132	0	15	0	
92.115.65.44	48	4981	3507	101	1373	1355	13	0	
93.116.227.170	47	4891	3414	109	1368	1350	13	0	
93.117.74.161	47	4943	3481	101	1361	1344	12	0	
92.82.192.255	48	4962	3444	143	1375	0	1	0	
92.86.0.126	48	4981	2584	1071	1326	0	10	0	
92.115.181.24	49	4969	3496	101	1372	1353	14	0	
93.159.247.27	49	4976	3499	764	713	694	14	0	
94.176.77.23	49	4973	3496	104	1373	1354	14	0	
93.116.222.220	49	4999	3522	102	1375	1355	15	0	
92.204.129.107	48	4983	2527	1515	941	921	15	0	
93.115.136.147	48	4977	3502	101	1374	1355	14	0	
93.115.138.150	49	4973	3493	106	1374	1354	15	0	
94.23.248.144	47	4968	3520	1388	60	35	13	0	
92.42.218.177	45	4388	3066	1237	85	78	3	0	
93.119.151.43	33	3496	2310	80	1106	1086	12	0	
92.223.156.234	48	4967	2237	1072	1658	0	0	0	
92.86.27.86	48	4981	3467	146	1368	0	15	0	
93.89.104.109	49	4989	2767	1460	762	0	14	0	
94.127.59.5	49	4969	3365	1474	130	0	13	0	
93.187.106.64	49	4984	2916	1436	632	0	7	0	
94.183.30.136	0	3	2	1	0	0	0	0	
94.142.53.30	49	4991	3465	93	1433	0	2	0	
93.89.165.111	47	4954	3428	1390	136	98	0	0	
94.183.108.165	0	3	2	1	0	0	0	0	
92.82.192.199	48	4949	3461	135	1353	0	15	0	
93.89.105.3	48	4974	3004	1437	533	0	13	0	
92.115.198.241	48	4894	3420	119	1355	1321	13	0	
93.91.148.22	49	4980	1672	1456	1852	0	2	0	
93.89.106.25	48	4975	2754	1459	762	0	15	0	
94.158.151.10	48	4989	3514	1383	92	0	15	0	
93.91.146.150	48	4976	1671	1456	1849	0	2	0	
94.127.59.16	47	4989	3261	1572	156	0	12	0	
94.182.183.67	0	32	20	12	0	0	0	0	
93.104.214.128	49	4983	2491	1601	891	875	11	0	
93.103.19.128	42	3573	3335	0	238	0	0	0	
